Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00  799853/799853      __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> >::allocate(unsigned long, void const*) [129]
                0.00    0.00  799853/4799118     std::pair<int, std::vector<int, std::allocator<int> >*>&& std::forward<std::pair<int, std::vector<int, std::allocator<int> >*> >(std::remove_reference<std::pair<int, std::vector<int, std::allocator<int> >*> >::type&) [87]
-----------------------------------------------
                0.00    0.00  100000/900000      RollingHash::computeHash(int*) [20]
                0.00    0.03  800000/900000      RollingHash::next(long long, long long, long long) [4]
[19]     6.1    0.00    0.03  900000         RollingHash::madd(long long, long long) [19]
                0.03    0.00 2700000/10200000     RollingHash::mod(long long) [5]
-----------------------------------------------
                0.00    0.03       1/1           execute(int*, int, int) [3]
[20]     5.6    0.00    0.03       1         RollingHash::computeHash(int*) [20]
                0.00    0.02  100000/100001      RollingHash::mpow(long long, long long) [33]
                0.00    0.00  100000/1700000     RollingHash::mmul(long long, long long) [14]
                0.00    0.00  100000/900000      RollingHash::madd(long long, long long) [19]
-----------------------------------------------
                0.00    0.03  800000/800000      RollingHash::next(long long, long long, long long) [4]
[21]     5.4    0.00    0.03  800000         RollingHash::msub(long long, long long) [21]
                0.03    0.00 2400000/10200000     RollingHash::mod(long long) [5]
-----------------------------------------------
                0.00    0.03  799853/799853      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [17]
[22]     5.3    0.00    0.03  799853         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [22]
                0.00    0.02  692740/928792      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) const [23]
                0.01    0.00  692740/1750339     std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>::_M_next() const [36]
                0.00    0.00 2078223/2078225     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_before_begin() [97]
-----------------------------------------------
                0.00    0.00  117952/928792      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [44]
                0.00    0.00  118100/928792      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::count(int const&) const [11]
                0.00    0.02  692740/928792      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [22]
[23]     4.9    0.00    0.02  928792         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) const [23]
                0.00    0.02  928792/928792      std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> const*, unsigned long) const [24]
-----------------------------------------------
                0.00    0.02  928792/928792      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) const [23]
[24]     4.9    0.00    0.02  928792         std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> const*, unsigned long) const [24]
                0.00    0.02  928792/928792      decltype ((get<0>)((forward<std::pair<int const, std::vector<int, std::allocator<int> >*> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, std::vector<int, std::allocator<int> >*> const&>(std::pair<int const, std::vector<int, std::allocator<int> >*> const&) const [25]
                0.00    0.00  928792/2528794     std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [47]
                0.00    0.00  928792/1165006     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [110]
                0.00    0.00  928792/2528794     std::hash<int>::operator()(int) const [89]
                0.00    0.00  928792/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [90]
                0.00    0.00  928792/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [91]
-----------------------------------------------
                0.00    0.02  928792/928792      std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> const*, unsigned long) const [24]
[25]     4.2    0.00    0.02  928792         decltype ((get<0>)((forward<std::pair<int const, std::vector<int, std::allocator<int> >*> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, std::vector<int, std::allocator<int> >*> const&>(std::pair<int const, std::vector<int, std::allocator<int> >*> const&) const [25]
                0.00    0.02  928792/928792      std::tuple_element<0ul, std::pair<int const, std::vector<int, std::allocator<int> >*> >::type const& std::get<0ul, int const, std::vector<int, std::allocator<int> >*>(std::pair<int const, std::vector<int, std::allocator<int> >*> const&) [27]
                0.00    0.00  928792/928792      std::pair<int const, std::vector<int, std::allocator<int> >*> const& std::forward<std::pair<int const, std::vector<int, std::allocator<int> >*> const&>(std::remove_reference<std::pair<int const, std::vector<int, std::allocator<int> >*> const&>::type&) [114]
-----------------------------------------------
                0.02    0.00  928792/928792      std::tuple_element<0ul, std::pair<int const, std::vector<int, std::allocator<int> >*> >::type const& std::get<0ul, int const, std::vector<int, std::allocator<int> >*>(std::pair<int const, std::vector<int, std::allocator<int> >*> const&) [27]
[26]     4.2    0.02    0.00  928792         int const& std::__pair_get<0ul>::__const_get<int const, std::vector<int, std::allocator<int> >*>(std::pair<int const, std::vector<int, std::allocator<int> >*> const&) [26]
-----------------------------------------------
                0.00    0.02  928792/928792      decltype ((get<0>)((forward<std::pair<int const, std::vector<int, std::allocator<int> >*> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, std::vector<int, std::allocator<int> >*> const&>(std::pair<int const, std::vector<int, std::allocator<int> >*> const&) const [25]
[27]     4.2    0.00    0.02  928792         std::tuple_element<0ul, std::pair<int const, std::vector<int, std::allocator<int> >*> >::type const& std::get<0ul, int const, std::vector<int, std::allocator<int> >*>(std::pair<int const, std::vector<int, std::allocator<int> >*> const&) [27]
                0.02    0.00  928792/928792      int const& std::__pair_get<0ul>::__const_get<int const, std::vector<int, std::allocator<int> >*>(std::pair<int const, std::vector<int, std::allocator<int> >*> const&) [26]
-----------------------------------------------
                0.02    0.00  900000/900000      Test::generateRandomArray(int, int, int) [34]
[28]     4.2    0.02    0.00  900000         Test::randomInt(int, int) [28]
-----------------------------------------------
                0.01    0.01  800001/800001      int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [30]
[29]     4.2    0.01    0.01  800001         int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [29]
                0.00    0.01  800001/800001      int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [57]
-----------------------------------------------
                0.00    0.02  800001/800001      int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [31]
[30]     4.2    0.00    0.02  800001         int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [30]
                0.01    0.01  800001/800001      int* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [29]
-----------------------------------------------
                0.00    0.02  800001/800001      int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [15]
[31]     4.2    0.00    0.02  800001         int* std::__uninitialized_copy_a<std::move_iterator<int*>, int*, int>(std::move_iterator<int*>, std::move_iterator<int*>, int*, std::allocator<int>&) [31]
                0.00    0.02  800001/800001      int* std::uninitialized_copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [30]
-----------------------------------------------
                0.02    0.00  100001/100001      RollingHash::mpow(long long, long long) [33]
[32]     4.2    0.02    0.00  100001         long long modpow<long long>(long long, long long, long long) [32]
-----------------------------------------------
                0.00    0.00       1/100001      RollingHash::RollingHash(long long, long long, long long) [79]
                0.00    0.02  100000/100001      RollingHash::computeHash(int*) [20]
[33]     4.2    0.00    0.02  100001         RollingHash::mpow(long long, long long) [33]
                0.02    0.00  100001/100001      long long modpow<long long>(long long, long long, long long) [32]
-----------------------------------------------
                0.00    0.02       1/1           Test::testBenchmark() [2]
[34]     4.2    0.00    0.02       1         Test::generateRandomArray(int, int, int) [34]
                0.02    0.00  900000/900000      Test::randomInt(int, int) [28]
-----------------------------------------------
                0.00    0.00       2/3199416     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [80]
                0.00    0.00       2/3199416     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [45]
                0.01    0.00 1599706/3199416     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [63]
                0.01    0.00 1599706/3199416     std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>* std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_node<std::pair<int, std::vector<int, std::allocator<int> >*> >(std::pair<int, std::vector<int, std::allocator<int> >*>&&) [18]
[35]     4.2    0.02    0.00 3199416         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_node_allocator() [35]
-----------------------------------------------
                0.00    0.00  128792/1750339     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [44]
                0.00    0.00  128954/1750339     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::count(int const&) const [11]
                0.01    0.00  692740/1750339     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [22]
                0.01    0.00  799853/1750339     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [39]
[36]     4.2    0.02    0.00 1750339         std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>::_M_next() const [36]
-----------------------------------------------
                0.00    0.02       1/1           std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::~unordered_map() [38]
[37]     4.0    0.00    0.02       1         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [37]
                0.00    0.02       1/1           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [40]
                0.00    0.00       1/2           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [80]
                0.00    0.00       1/1           std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> > >::~_Before_begin() [181]
-----------------------------------------------
                0.00    0.02       1/1           execute(int*, int, int) [3]
[38]     4.0    0.00    0.02       1         std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::~unordered_map() [38]
                0.00    0.02       1/1           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [37]
-----------------------------------------------
                0.00    0.02       1/1           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [40]
[39]     4.0    0.00    0.02       1         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [39]
                0.00    0.01  799853/799853      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_node(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [63]
                0.01    0.00  799853/1750339     std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>::_M_next() const [36]
-----------------------------------------------
                0.00    0.02       1/1           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [37]
[40]     4.0    0.00    0.02       1         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [40]
                0.00    0.02       1/1           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [39]
                0.00    0.00       1/2           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_begin() const [160]
                0.00    0.00       1/2078225     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_before_begin() [97]
-----------------------------------------------
                0.00    0.01  118100/236214      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, int const&, unsigned long) const [44]
                0.00    0.01  118114/236214      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::count(int const&) const [11]
[41]     2.6    0.00    0.01  236214         std::__detail::_Hashtable_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) const [41]
                0.00    0.01  236214/236214      std::__detail::_Equal_helper<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Select1st const&, int const&, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [42]
                0.00    0.00  236214/1165006     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [110]
                0.00    0.00  236214/236214      std::__detail::_Hashtable_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [149]
-----------------------------------------------
                0.00    0.01  236214/236214      std::__detail::_Hashtable_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(int const&, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) const [41]
[42]     2.6    0.00    0.01  236214         std::__detail::_Equal_helper<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::equal_to<int>, unsigned long, false>::_S_equals(std::equal_to<int> const&, std::__detail::_Select1st const&, int const&, unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [42]
                0.01    0.00  236214/236214      std::equal_to<int>::operator()(int const&, int const&) const [60]
                0.00    0.00  236214/1036067     decltype ((get<0>)((forward<std::pair<int const, std::vector<int, std::allocator<int> >*>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<int const, std::vector<int, std::allocator<int> >*>&>(std::pair<int const, std::vector<int, std::allocator<int> >*>&) const [52]
-----------------------------------------------
                0.00    0.00     148/800001      std::__detail::_Map_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(int const&) [76]
                0.00    0.01  799853/800001      std::pair<std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> >*>, false, false>, bool> std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<int, std::vector<int, std::allocator<int> >*> >(std::integral_constant<bool, true>, std::pair<int, std::vector<int, std::allocator<int> >*>&&) [8]
