Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.01       1/1           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&) [70]
[69]     1.0    0.00    0.01       1         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::__detail::_Select1st const&, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&) [69]
                0.00    0.01       1/2           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_buckets(unsigned long) [45]
                0.00    0.00       1/1           std::__detail::_Hashtable_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable_base(std::__detail::_Select1st const&, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&) [183]
                0.00    0.00       1/1           std::__detail::_Insert<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, false, true>::_Insert() [190]
                0.00    0.00       1/1           std::__detail::_Equality<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::_Equality() [191]
                0.00    0.00       1/1           std::__detail::_Before_begin<std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> > >::_Before_begin<std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&>(std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&) [180]
                0.00    0.00       1/1           std::__detail::_Prime_rehash_policy::_Prime_rehash_policy(float) [185]
-----------------------------------------------
                0.00    0.01       1/1           std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::unordered_map(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&) [71]
[70]     1.0    0.00    0.01       1         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&) [70]
                0.00    0.01       1/1           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::__detail::_Mod_range_hashing const&, std::__detail::_Default_ranged_hash const&, std::equal_to<int> const&, std::__detail::_Select1st const&, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&) [69]
-----------------------------------------------
                0.00    0.01       1/1           execute(int*, int, int) [3]
[71]     1.0    0.00    0.01       1         std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::unordered_map(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&) [71]
                0.00    0.01       1/1           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_Hashtable(unsigned long, std::hash<int> const&, std::equal_to<int> const&, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > const&) [70]
                0.00    0.00       1/1           std::__allow_copy_cons<true>::__allow_copy_cons() [175]
-----------------------------------------------
                0.00    0.00       1/1           execute(int*, int, int) [3]
[72]     0.5    0.00    0.00       1         std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::rehash(unsigned long) [72]
                0.00    0.00       1/2           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::rehash(unsigned long) [66]
-----------------------------------------------
                0.00    0.00       1/1           execute(int*, int, int) [3]
[73]     0.5    0.00    0.00       1         std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::reserve(unsigned long) [73]
                0.00    0.00       1/1           std::__detail::_Rehash_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::reserve(unsigned long) [74]
-----------------------------------------------
                0.00    0.00       1/1           std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::reserve(unsigned long) [73]
[74]     0.5    0.00    0.00       1         std::__detail::_Rehash_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::reserve(unsigned long) [74]
                0.00    0.00       1/2           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::rehash(unsigned long) [66]
                0.00    0.00       1/1           std::__detail::_Rehash_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::max_load_factor() const [169]
-----------------------------------------------
                0.00    0.00     148/148         execute(int*, int, int) [3]
[75]     0.0    0.00    0.00     148         std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::at(int const&) [75]
                0.00    0.00     148/148         std::__detail::_Map_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(int const&) [76]
-----------------------------------------------
                0.00    0.00     148/148         std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::at(int const&) [75]
[76]     0.0    0.00    0.00     148         std::__detail::_Map_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(int const&) [76]
                0.00    0.00     148/800001      std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, int const&, unsigned long) const [43]
                0.00    0.00     148/1600002     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(int const&, unsigned long) const [64]
                0.00    0.00     148/1600002     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [99]
-----------------------------------------------
                0.00    0.00     148/148         std::vector<int, std::allocator<int> >::at(unsigned long) [78]
[77]     0.0    0.00    0.00     148         std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [77]
                0.00    0.00     148/4000449     std::vector<int, std::allocator<int> >::size() const [46]
-----------------------------------------------
                0.00    0.00     148/148         execute(int*, int, int) [3]
[78]     0.0    0.00    0.00     148         std::vector<int, std::allocator<int> >::at(unsigned long) [78]
                0.00    0.00     148/148         std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [77]
                0.00    0.00     148/148         std::vector<int, std::allocator<int> >::operator[](unsigned long) [153]
-----------------------------------------------
                0.00    0.00       1/1           execute(int*, int, int) [3]
[79]     0.0    0.00    0.00       1         RollingHash::RollingHash(long long, long long, long long) [79]
                0.00    0.00       1/100001      RollingHash::mpow(long long, long long) [33]
-----------------------------------------------
                0.00    0.00       1/2           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::~_Hashtable() [37]
                0.00    0.00       1/2           std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [67]
[80]     0.0    0.00    0.00       2         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [80]
                0.00    0.00       2/3199416     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_node_allocator() [35]
                0.00    0.00       2/4           std::allocator<std::__detail::_Hash_node_base*>::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> > const&) [156]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::__detail::_Hash_node_base*>::deallocate(std::__detail::_Hash_node_base**, unsigned long) [158]
                0.00    0.00       2/4           std::allocator<std::__detail::_Hash_node_base*>::~allocator() [157]
-----------------------------------------------
                0.00    0.00  799853/4799118     std::pair<std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> >*>, false, false>, bool> std::unordered_map<int, std::vector<int, std::allocator<int> >*, std::hash<int>, std::equal_to<int>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> > >::insert<std::pair<int, std::vector<int, std::allocator<int> >*>, void>(std::pair<int, std::vector<int, std::allocator<int> >*>&&) [9]
                0.00    0.00  799853/4799118     std::pair<std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> >*>, false, false>, bool> std::__detail::_Insert<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, false, true>::insert<std::pair<int, std::vector<int, std::allocator<int> >*>, void>(std::pair<int, std::vector<int, std::allocator<int> >*>&&) [10]
                0.00    0.00  799853/4799118     std::pair<std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> >*>, false, false>, bool> std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<int, std::vector<int, std::allocator<int> >*> >(std::integral_constant<bool, true>, std::pair<int, std::vector<int, std::allocator<int> >*>&&) [8]
                0.00    0.00  799853/4799118     std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>* std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_allocate_node<std::pair<int, std::vector<int, std::allocator<int> >*> >(std::pair<int, std::vector<int, std::allocator<int> >*>&&) [18]
                0.00    0.00  799853/4799118     void __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> >::construct<std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>, std::pair<int, std::vector<int, std::allocator<int> >*> >(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*, std::pair<int, std::vector<int, std::allocator<int> >*>&&) [59]
                0.00    0.00  799853/4799118     std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>::_Hash_node<std::pair<int, std::vector<int, std::allocator<int> >*> >(std::pair<int, std::vector<int, std::allocator<int> >*>&&) [140]
[87]     0.0    0.00    0.00 4799118         std::pair<int, std::vector<int, std::allocator<int> >*>&& std::forward<std::pair<int, std::vector<int, std::allocator<int> >*> >(std::remove_reference<std::pair<int, std::vector<int, std::allocator<int> >*> >::type&) [87]
-----------------------------------------------
                0.00    0.00  800001/3200004     decltype (_S_construct({parm#1}, {parm#2}, (forward<int const&>)({parm#3}))) std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [121]
                0.00    0.00  800001/3200004     void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&) [6]
                0.00    0.00  800001/3200004     std::enable_if<std::allocator_traits<std::allocator<int> >::__construct_helper<int<int const&> >::value, void>::type std::allocator_traits<std::allocator<int> >::_S_construct<int, int const&>(std::allocator<int>&, int*, int const&) [120]
                0.00    0.00  800001/3200004     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [116]
[88]     0.0    0.00    0.00 3200004         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [88]
-----------------------------------------------
                0.00    0.00  928792/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> const*, unsigned long) const [24]
                0.00    0.00 1600002/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [99]
[89]     0.0    0.00    0.00 2528794         std::hash<int>::operator()(int) const [89]
-----------------------------------------------
                0.00    0.00  928792/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> const*, unsigned long) const [24]
                0.00    0.00 1600002/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [99]
[90]     0.0    0.00    0.00 2528794         std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [90]
                0.00    0.00 2528794/2528794     std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true> const&) [92]
-----------------------------------------------
                0.00    0.00  928792/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false> const*, unsigned long) const [24]
                0.00    0.00 1600002/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(int const&, unsigned long, unsigned long) const [65]
[91]     0.0    0.00    0.00 2528794         std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [91]
                0.00    0.00 2528794/2528794     std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&) [93]
-----------------------------------------------
                0.00    0.00 2528794/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [90]
[92]     0.0    0.00    0.00 2528794         std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<1, std::hash<int>, true> const&) [92]
-----------------------------------------------
                0.00    0.00 2528794/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [91]
[93]     0.0    0.00    0.00 2528794         std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&) [93]
-----------------------------------------------
                0.00    0.00  800001/2400003     __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [115]
                0.00    0.00 1600002/2400003     std::enable_if<std::allocator_traits<std::allocator<int> >::__maxsize_helper<std::allocator<int> const>::value, unsigned long>::type std::allocator_traits<std::allocator<int> >::_S_max_size<std::allocator<int> const>(std::allocator<int> const&) [102]
[94]     0.0    0.00    0.00 2400003         __gnu_cxx::new_allocator<int>::max_size() const [94]
-----------------------------------------------
                0.00    0.00 2400003/2400003     std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [96]
[95]     0.0    0.00    0.00 2400003         std::_Iter_base<int*, false>::_S_base(int*) [95]
-----------------------------------------------
                0.00    0.00 2400003/2400003     int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [56]
[96]     0.0    0.00    0.00 2400003         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [96]
                0.00    0.00 2400003/2400003     std::_Iter_base<int*, false>::_S_base(int*) [95]
-----------------------------------------------
                0.00    0.00       1/2078225     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::clear() [40]
                0.00    0.00       1/2078225     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [67]
                0.00    0.00 2078223/2078225     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<int const, std::vector<int, std::allocator<int> >*>, false>*) [22]
[97]     0.0    0.00    0.00 2078225         std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_before_begin() [97]
-----------------------------------------------
                0.00    0.00 1600002/1600002     std::_Iter_base<std::move_iterator<int*>, true>::_S_base(std::move_iterator<int*>) [100]
[98]     0.0    0.00    0.00 1600002         std::move_iterator<int*>::base() const [98]
-----------------------------------------------
                0.00    0.00     148/1600002     std::__detail::_Map_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true>, true>::at(int const&) [76]
                0.00    0.00  799853/1600002     std::pair<std::__detail::_Node_iterator<std::pair<int const, std::vector<int, std::allocator<int> >*>, false, false>, bool> std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<int, std::vector<int, std::allocator<int> >*> >(std::integral_constant<bool, true>, std::pair<int, std::vector<int, std::allocator<int> >*>&&) [8]
                0.00    0.00  800001/1600002     std::_Hashtable<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::allocator<std::pair<int const, std::vector<int, std::allocator<int> >*> >, std::__detail::_Select1st, std::equal_to<int>, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::count(int const&) const [11]
[99]     0.0    0.00    0.00 1600002         std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(int const&) const [99]
                0.00    0.00 1600002/2528794     std::__detail::_Hash_code_base<int, std::pair<int const, std::vector<int, std::allocator<int> >*>, std::__detail::_Select1st, std::hash<int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [90]
                0.00    0.00 1600002/2528794     std::hash<int>::operator()(int) const [89]
-----------------------------------------------
