0 362.0
1 351.54
2 354.57428
3 347.96079496000004
4 346.72136411472
5 349.42689179990316
6 363.4361826641697
7 365.3686931540544
8 377.64531611817773
9 395.1306610957616
10 421.1311196758633
11 434.6831722437893
12 455.84772245453445
13 480.9665586400235
14 517.0741131514433
15 537.8895781749951
16 565.3454842890417
17 600.505581074481
18 641.8545677220359
19 660.0712734858386
20 679.3710257505159
21 707.3621243252161
22 748.0935948045924
23 763.8842335295485
24 788.3842317349638
25 812.8842299403791
26 837.3842281457943
27 861.8842263512096
28 886.3842245566249
29 910.8842227620402
30 935.3842209674553
31 959.8842191728706
32 984.3842173782859
33 1008.8842155837012
34 1033.3842137891165
35 1057.8842119945318
36 1082.3842101999471
37 1106.8842084053622
38 1131.3842066107777
39 1155.8842048161928
40 1180.384203021608
41 1204.8842012270234
42 1229.3841994324387
43 1253.884197637854
44 1278.3841958432693
45 1302.8841940486845
46 1327.3841922540998
47 1351.8841904595151
48 1376.3841886649302
49 1400.8841868703457
50 1425.3841850757608
51 1449.8841832811763
52 1474.3841814865914
53 1498.8841796920067
54 1523.384177897422
55 1547.8841761028373
56 1572.3841743082526
57 1596.8841725136676
58 1621.3841707190832
59 1645.8841689244982
60 1670.3841671299137
61 1694.8841653353288
62 1719.384163540744
63 1743.8841617461594
64 1768.3841599515747
65 1792.88415815699
66 1817.3841563624053
67 1841.8841545678206
68 1866.3841527732359
69 1890.8841509786512
70 1915.3841491840665
71 1939.8841473894815
72 1964.3841455948968
73 1988.8841438003121
